	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50
Cell_364	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	1	1	-1	0	0	-1	0	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	1	1	0	0	1	0	-1	0	0	1
Cell_365	0	0	0	0	0	0	1	0	1	1	0	0	-1	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	-1
Cell_366	1	0	0	0	1	0	1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	-1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	-1	-1	1	0
Cell_367	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	1	0	0	1	-1	1	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	-1	0	0	0	0	1	0	-1	-1	0	0
Cell_368	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	-1	-1	0	0	-1	0	0	0	1	0	-1	0	-1	1	0	0	1	0	0	0	0	0	1	0	1
Cell_369	0	0	0	0	-1	1	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	-1	0	1	-1	0	1	0	1	1	0	-1	0	0	1	1	0	1	0	0	0	-1
Cell_370	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	-1	0	0	-1	0	0
Cell_371	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	-1	0	1	1	1	0	1	1	0	-1	1	0	0	0	0	0	0	0	1
Cell_372	-1	0	1	0	0	0	1	0	0	0	-1	1	0	0	-1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	1	1	0	1	1	-1	0	0
Cell_373	0	0	0	-1	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	-1	1	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_374	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	0	1	-1	0	0	0	1	-1	1	0	0	1	-1	0	1	0	0	0	0	0	0	0	1
Cell_375	0	0	1	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	0	0	0
Cell_376	0	0	0	0	-1	0	1	0	0	0	0	-1	-1	0	1	0	0	0	1	0	0	1	-1	0	0	-1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_377	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_378	0	0	1	-1	0	0	0	0	0	0	0	1	0	-1	1	0	1	1	0	0	-1	0	-1	0	0	0	0	-1	-1	0	0	1	0	1	0	-1	0	0	-1	0	0	0	1	0	0	1	0	-1	0	0
Cell_379	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_380	0	0	0	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	-1	0	0	1	0	-1	-1	0	0	-1	0	1	-1	0	1	0	1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1
Cell_381	1	1	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	0	0	1	0	0	-1	-1	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_382	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	-1	0	0	-1	0	0	0	1	0	0	0	-1	1	0	0	0	-1	1	0	0	1	1	0	1	0	0	0	1	0
Cell_383	0	0	0	-1	0	1	1	0	0	0	0	0	1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0
Cell_384	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	1	0	1	0	-1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_385	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_386	0	-1	1	0	0	0	1	0	-1	0	0	-1	-1	0	0	0	1	0	0	0	-1	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	-1	0	0	1	1	0	1	0	1	0	-1
Cell_387	1	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	-1	0	0	1	1	0	0	1	0	0	-1
Cell_388	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	1	1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	1	-1	1	1	1	0	0	0	0
Cell_389	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	1	1	0	0	1	0	0	1	0	0
Cell_390	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	-1	0	-1	-1	1	0	0	0	0	0	-1
Cell_391	0	0	1	0	0	1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	-1	0	0
Cell_392	0	0	0	-1	0	0	1	-1	1	0	0	1	-1	1	0	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	1	0	-1	1	0	-1	0	0	-1	1	0	0	1	0	0	-1
Cell_393	0	0	0	0	1	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	-1	0	0	0	-1	0	0	1
Cell_394	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	-1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-1	-1	-1	0
Cell_395	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	1	0	1	0	-1	0	0	0	-1	0	0	1	1	0	0	0	-1	0	0
Cell_396	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	1	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	-1	0	0	1	0
Cell_397	0	0	0	0	0	0	1	0	1	-1	0	0	-1	0	0	0	0	0	0	1	0	-1	-1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	-1	0	-1	0	1	0	-1	0	0	0	-1
Cell_398	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	1	0	-1	0	0	0	1	0	0	0	1	0	-1
Cell_399	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	0	1	1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_400	-1	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	-1	1	0	0	0	0	1	0	0	-1	0	0	0	0	1
Cell_401	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	-1	0	1	0	0	0	0	0
Cell_402	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	-1	1	0	0	0	0	0	0	-1	1	0	0	0	-1	0	-1	0	1	0	0	-1	-1	0	0	0	1	0	0	1	0	0	1	0	-1	0	0
Cell_403	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	-1	0	0	-1	0	0	0	1	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1
Cell_404	0	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0
Cell_405	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	1	0	-1	0	-1	0	0	0	0	1	1	0	0	0	1	0	0	-1	0	0	0	-1	-1	0	0
Cell_406	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0
Cell_407	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0
Cell_408	0	0	0	-1	-1	0	1	0	0	-1	0	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	1	1	0	1	0	0	0	0	1	1	-1	0	1	0	-1	-1	0	0	1	0	0	-1	0	0	-1
Cell_409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	1	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0
Cell_410	0	1	-1	0	-1	0	1	0	0	0	0	-1	-1	0	-1	0	0	1	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	1	0	1	0	-1	1	0	0	0	0	0	1	0	0	0	1	0	-1
Cell_411	1	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	-1	1	0	0	1	0	-1	0	0	-1	1	0	0	0	0	0	-1
Cell_412	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	0	0	-1	0	0	-1	-1	0	-1	-1	0	0	1	0	0	0	0	1	-1	0	1	0	0	0	-1	1	0	0	1
Cell_413	-1	1	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	1	0	1	-1	-1	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_414	0	1	0	0	1	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	-1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_415	0	0	0	0	0	0	1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	1	1	0	1	0	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0	0	1	0	1	0	0	0	-1
Cell_416	0	0	1	0	0	1	1	1	0	0	-1	1	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	0	1	-1	0	0	0	0	0	-1	0	0	0	1	0	0	1	-1	-1	1	0
Cell_417	0	-1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_418	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	0	-1	1	0	1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	-1	0	0	0	-1
Cell_419	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	-1	0	0	1	0	0	-1	1	0	-1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1
Cell_420	0	1	1	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	1	0	1	0	0	-1	0	0	1	-1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_421	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	1	1	-1	1	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Cell_422	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	1	0	0	0	-1	0	0	0	1	0	1	0	-1	0	0	0	0	0	0	1	0	1	1	0	-1	0	0
Cell_423	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_424	0	0	0	0	0	0	1	0	1	0	-1	0	-1	0	0	0	1	0	0	0	0	-1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_425	0	0	0	0	1	0	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	-1	-1	0	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_426	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	-1	0	0	1	0	0	0	0	0	-1
Cell_427	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	1	-1	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_428	0	0	0	0	1	-1	0	1	0	0	0	0	0	-1	0	1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	-1	0	1	1	1	0	0	1	0	-1	0	0	0
Cell_429	0	-1	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	-1	0	0	-1	1	0	-1	0	0	0	-1
Cell_430	0	0	1	0	1	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	-1	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_431	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	1	-1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_432	-1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0
Cell_433	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	-1	0	-1	0	0	0	0	-1	0	1	0	1	0	-1	-1	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	-1	0	0	0
Cell_434	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	1	-1	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	-1
Cell_435	1	-1	0	0	0	0	0	0	1	0	-1	0	0	0	0	1	0	0	0	0	0	-1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0
Cell_436	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	-1	0	1	0	0	-1
Cell_437	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0
Cell_438	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	1	1	0	1	1	0	0	-1	0	0
Cell_439	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	-1	0	0	0	0	1	0	-1	0	0	-1
Cell_440	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_441	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	1	-1	0	0	0	-1	-1	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_442	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	1	0	0	-1	0	1	0	0	-1	0	0	-1	1	0	0	0	0	0	1	0	-1	0	0	1	0	0	1	0	0	0	-1	0	-1	0	1
Cell_443	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	1	1	1	0	0	0	-1
Cell_444	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	1	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_445	0	-1	0	0	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_446	0	0	1	0	0	0	0	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	1	0	0	0	0	0	1	0	1	1	0	-1	0	0
Cell_447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	-1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_448	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
Cell_449	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	-1	-1	0	1
Cell_450	0	0	1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	0	1
Cell_451	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	-1	0	0	1	-1	1	0	-1	-1	0	1	0	0	0	0	0	0	0	0	-1	0	0	1	1	1	0	0	1	0	0	0	0	0
Cell_452	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	1	0	0	-1	1	0	-1	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_453	0	0	0	1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	1	-1	0	0	1	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	0	0	0	1	0	0	0	0	-1	-1	0	-1
Cell_454	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1
Cell_455	0	0	0	0	0	1	0	0	1	1	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0
Cell_456	0	0	0	0	1	0	-1	0	1	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	-1	-1	0	-1
Cell_457	-1	0	0	-1	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0	0	1	1	0	-1	0	0	-1
Cell_458	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-1	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	1	0	1	0	1	1	0	0	0	0
Cell_459	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	-1	0	1	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	1	1	1	0	0	0	0	0
Cell_460	0	-1	0	-1	0	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	-1
Cell_461	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	-1	0	0
Cell_462	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	1	0	0	0	1	0	0	0	1	-1	0	1	0	-1	0	0	0	1	0	0	0	1	0	-1
Cell_463	0	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	-1	0	-1	-1	1	1	0	0	-1	1	1	0	0	0	0	1	0	0	1	0	0	0	-1
Cell_464	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0
Cell_465	1	0	1	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_466	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
Cell_467	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_468	1	0	0	0	1	0	0	1	1	0	-1	-1	0	0	1	-1	0	0	1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	-1	-1	0	0
Cell_469	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	1	0	0	0	0	-1	-1	0	1	0	0	1	0	-1	0	0	0	1	1	1	0	0	0	-1
Cell_470	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	1	-1	-1	0	-1	-1	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	-1	0	1	0	0	1	0	0	0	0	0
Cell_471	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Cell_472	0	0	0	0	0	0	-1	-1	1	-1	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
Cell_473	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	-1	0	0	0	-1	1	0	1	0	0	-1	0	-1	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_474	-1	0	0	0	0	0	0	0	1	0	-1	0	1	1	0	0	0	0	0	1	0	0	1	-1	1	0	0	-1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_475	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	1	0	0	-1	1	0	0	0	0	0	1	-1	0	1	0	-1	0	0
Cell_476	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	1	1	0	1	-1	-1	0	0
Cell_477	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	1	1	1	0	1	0	0	0	0	0
Cell_478	1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	-1	1	0	0	1	0	0	0	0	0	-1
Cell_479	1	1	1	0	0	0	0	-1	1	0	-1	1	0	0	0	-1	0	0	0	0	0	0	-1	0	1	0	0	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	0	-1	1	0	0	1	0	-1	0	0
Cell_480	0	1	-1	0	0	0	1	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	1	-1	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	-1
Cell_481	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	-1	0	0	-1	0	1	-1	0	-1	0	1	0	0	0	0	1	1	0	1	-1	0	0	0	0	0	0	1
Cell_482	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	-1	0	0	0
Cell_483	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	-1	-1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1
Cell_484	1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	1	0	-1	1	0	-1	0	1
Cell_485	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	-1	-1	-1	0	1
