source	interaction	target
MAX	upregulates-expression	ACOT7
MAX	upregulates-expression	AGAP3
MAX	upregulates-expression	AGPAT3
MAX	upregulates-expression	ANKRD13B
MAX	upregulates-expression	AP3D1
MAX	upregulates-expression	ARHGEF3
MAX	upregulates-expression	AUTS2
MAX	upregulates-expression	CAST
MAX	upregulates-expression	CCDC88C
MAX	upregulates-expression	CREB5
MAX	upregulates-expression	CTBP2
MAX	upregulates-expression	CUEDC1
MAX	upregulates-expression	CYTH1
MAX	upregulates-expression	DNM2
MAX	upregulates-expression	EVL
MAX	upregulates-expression	FAAP20
MAX	upregulates-expression	FHL2
MAX	upregulates-expression	GRAMD4
MAX	upregulates-expression	GSN
MAX	upregulates-expression	HMGN4
MAX	upregulates-expression	INSR
MAX	upregulates-expression	JADE2
MAX	upregulates-expression	KDM4B
MAX	upregulates-expression	KIAA0232
MAX	upregulates-expression	KLC1
MAX	upregulates-expression	KSR1
MAX	upregulates-expression	LMNA
MAX	upregulates-expression	NFATC2
MAX	upregulates-expression	NOL4L
MAX	upregulates-expression	NRXN2
MAX	upregulates-expression	PCBP1
MAX	upregulates-expression	PFKFB3
MAX	upregulates-expression	PHC2
MAX	upregulates-expression	PLA2G6
MAX	upregulates-expression	PLEC
MAX	upregulates-expression	PPP2R2C
MAX	upregulates-expression	PRKCZ
MAX	upregulates-expression	RAP1GAP2
MAX	upregulates-expression	RGS3
MAX	upregulates-expression	RPS6KA2
MAX	upregulates-expression	SH3KBP1
MAX	upregulates-expression	SH3TC1
MAX	upregulates-expression	SMAD3
MAX	upregulates-expression	SMG6
MAX	upregulates-expression	STAT3
MAX	upregulates-expression	STXBP1
MAX	upregulates-expression	TBCD
MAX	upregulates-expression	TSPAN18
MAX	upregulates-expression	VGLL4
MAZ	upregulates-expression	ACAP3
MAZ	upregulates-expression	ACTN1
MAZ	upregulates-expression	AGPAT3
MAZ	upregulates-expression	AGRN
MAZ	upregulates-expression	AHDC1
MAZ	upregulates-expression	AP3D1
MAZ	upregulates-expression	ARAP1
MAZ	upregulates-expression	ARID1A
MAZ	upregulates-expression	BCAR1
MAZ	upregulates-expression	CABIN1
MAZ	upregulates-expression	CACNA1A
MAZ	upregulates-expression	CCDC97
MAZ	upregulates-expression	CELF5
MAZ	upregulates-expression	CLIP2
MAZ	upregulates-expression	COL1A1
MAZ	upregulates-expression	CRTC1
MAZ	upregulates-expression	CSK
MAZ	upregulates-expression	DGKZ
MAZ	upregulates-expression	DVL1
MAZ	upregulates-expression	EPB41L1
MAZ	upregulates-expression	FAAP20
MAZ	upregulates-expression	FBXL19
MAZ	upregulates-expression	FOXP1
MAZ	upregulates-expression	GIT1
MAZ	upregulates-expression	GPR137
MAZ	upregulates-expression	GSE1
MAZ	upregulates-expression	HNRNPF
MAZ	upregulates-expression	IRF2BP1
MAZ	upregulates-expression	KCTD2
MAZ	upregulates-expression	KDM2B
MAZ	upregulates-expression	KLF16
MAZ	upregulates-expression	LASP1
MAZ	upregulates-expression	MAPKAPK3
MAZ	upregulates-expression	MED16
MAZ	upregulates-expression	MFSD12
MAZ	upregulates-expression	MLLT1
MAZ	upregulates-expression	MNT
MAZ	upregulates-expression	MSI2
MAZ	upregulates-expression	MYLK
MAZ	upregulates-expression	NCOR2
MAZ	upregulates-expression	NFIA
MAZ	upregulates-expression	NOSIP
MAZ	upregulates-expression	PALM
MAZ	upregulates-expression	PDXK
MAZ	upregulates-expression	PLXNB2
MAZ	upregulates-expression	PPFIA3
MAZ	upregulates-expression	PRPF31
MAZ	upregulates-expression	PTPA
MAZ	upregulates-expression	SERPINH1
MAZ	upregulates-expression	SLC4A2
MAZ	upregulates-expression	SOX12
MAZ	upregulates-expression	SRCIN1
MAZ	upregulates-expression	SSBP4
MAZ	upregulates-expression	ST3GAL2
MAZ	upregulates-expression	STAT6
MAZ	upregulates-expression	STK10
MAZ	upregulates-expression	STK11
MAZ	upregulates-expression	STK32C
MAZ	upregulates-expression	SYNGAP1
MAZ	upregulates-expression	TACC3
MAZ	upregulates-expression	TCF3
MAZ	upregulates-expression	TRIM47
MAZ	upregulates-expression	UBTF
MAZ	upregulates-expression	ZBTB7A
MBD1	upregulates-expression	ANKRD11
MBD1	upregulates-expression	BANP
MBD1	upregulates-expression	CELSR3
MBD1	upregulates-expression	DAZAP1
MBD1	upregulates-expression	DIDO1
MBD1	upregulates-expression	DPP9
MBD1	upregulates-expression	E4F1
MBD1	upregulates-expression	EXOC7
MBD1	upregulates-expression	FOXK2
MBD1	upregulates-expression	HOOK2
MBD1	upregulates-expression	IFT140
MBD1	upregulates-expression	ITGAE
MBD1	upregulates-expression	KDM4B
MBD1	upregulates-expression	KMT2B
MBD1	upregulates-expression	LTO1
MBD1	upregulates-expression	MAFK
MBD1	upregulates-expression	MC1R
MBD1	upregulates-expression	NELFA
MBD1	upregulates-expression	NELFCD
MBD1	upregulates-expression	NLRC5
MBD1	upregulates-expression	PGS1
MBD1	upregulates-expression	PNPLA6
MBD1	upregulates-expression	PPP1R37
MBD1	upregulates-expression	PRPF31
MBD1	upregulates-expression	PSMG4
MBD1	upregulates-expression	RBM14
MBD1	upregulates-expression	RGS12
MBD1	upregulates-expression	RSAD1
MBD1	upregulates-expression	SECISBP2
MBD1	upregulates-expression	SF3A2
MBD1	upregulates-expression	SRCAP
MBD1	upregulates-expression	SRSF7
MBD1	upregulates-expression	TCF25
MBD1	upregulates-expression	THADA
MBD1	upregulates-expression	THOP1
MBD1	upregulates-expression	TRIM41
MBD1	upregulates-expression	TTLL4
MBD1	upregulates-expression	UQCC1
MBD1	upregulates-expression	USP4
MBD1	upregulates-expression	WRNIP1
MBD1	upregulates-expression	ZDHHC7
MBD1	upregulates-expression	ZNF263
MBD1	upregulates-expression	ZZEF1
MBD2	upregulates-expression	ADRB1
MBD2	upregulates-expression	AGAP3
MBD2	upregulates-expression	AJAP1
MBD2	upregulates-expression	CBFA2T3
MBD2	upregulates-expression	CELSR1
MBD2	upregulates-expression	ELAVL3
MBD2	upregulates-expression	ESPN
MBD2	upregulates-expression	EVA1B
MBD2	upregulates-expression	FLT4
MBD2	upregulates-expression	GBX1
MBD2	upregulates-expression	HUS1B
MBD2	upregulates-expression	INSYN2A
MBD2	upregulates-expression	IRX1
MBD2	upregulates-expression	KIAA1614
MBD2	upregulates-expression	LDLRAD4
MBD2	upregulates-expression	OPLAH
MBD2	upregulates-expression	PAQR9
MBD2	upregulates-expression	PKP3
MBD2	upregulates-expression	PLEKHG5
MBD2	upregulates-expression	PPP1R3G
MBD2	upregulates-expression	PRKCZ
MBD2	upregulates-expression	RADIL
MBD2	upregulates-expression	SHISA6
MBD2	upregulates-expression	SLC16A3
MBD2	upregulates-expression	SNCB
MBD2	upregulates-expression	SPPL2B
MBD2	upregulates-expression	TBX1
MBD2	upregulates-expression	TENM4
MBD2	upregulates-expression	TUB
MBD2	upregulates-expression	TYK2
MEF2A	upregulates-expression	AFAP1
MEF2A	upregulates-expression	AKAP6
MEF2A	upregulates-expression	ARHGAP10
MEF2A	upregulates-expression	ARHGAP24
MEF2A	upregulates-expression	ARHGAP42
MEF2A	upregulates-expression	ARHGEF12
MEF2A	upregulates-expression	ARHGEF3
MEF2A	upregulates-expression	ASAP1
MEF2A	upregulates-expression	BCAS3
MEF2A	upregulates-expression	BLK
MEF2A	upregulates-expression	CAB39
MEF2A	upregulates-expression	CDC42EP3
MEF2A	upregulates-expression	CDYL
MEF2A	upregulates-expression	CHD9
MEF2A	upregulates-expression	CRIM1
MEF2A	upregulates-expression	DAAM1
MEF2A	upregulates-expression	DMD
MEF2A	upregulates-expression	DST
MEF2A	upregulates-expression	EEA1
MEF2A	upregulates-expression	EFR3A
MEF2A	upregulates-expression	ERC1
MEF2A	upregulates-expression	ERCC1
MEF2A	upregulates-expression	FBXW11
MEF2A	upregulates-expression	FCHSD2
MEF2A	upregulates-expression	GOLIM4
MEF2A	upregulates-expression	HIVEP2
MEF2A	upregulates-expression	HMGB1
MEF2A	upregulates-expression	IPCEF1
MEF2A	upregulates-expression	ITGB1
MEF2A	upregulates-expression	ITPR1
MEF2A	upregulates-expression	JMJD1C
MEF2A	upregulates-expression	KDM4C
MEF2A	upregulates-expression	KIAA1217
MEF2A	upregulates-expression	KLF6
MEF2A	upregulates-expression	KLF9
MEF2A	upregulates-expression	LHFPL2
MEF2A	upregulates-expression	LMNA
MEF2A	upregulates-expression	LRCH1
MEF2A	upregulates-expression	LTBP1
MEF2A	upregulates-expression	MACF1
MEF2A	upregulates-expression	MBNL1
MEF2A	upregulates-expression	METTL8
MEF2A	upregulates-expression	MSN
MEF2A	upregulates-expression	MYH9
MEF2A	upregulates-expression	MYLK
MEF2A	upregulates-expression	NCOA3
MEF2A	upregulates-expression	NCOA7
MEF2A	upregulates-expression	NEDD9
MEF2A	upregulates-expression	NEK6
MEF2A	upregulates-expression	NEK7
MEF2A	upregulates-expression	NFATC2
MEF2A	upregulates-expression	NIBAN1
MEF2A	upregulates-expression	NIN
MEF2A	upregulates-expression	NUMB
MEF2A	upregulates-expression	PALLD
MEF2A	upregulates-expression	PAM
MEF2A	upregulates-expression	PEAK1
MEF2A	upregulates-expression	PHTF2
MEF2A	upregulates-expression	PICALM
MEF2A	upregulates-expression	PIK3AP1
MEF2A	upregulates-expression	PLB1
MEF2A	upregulates-expression	PLCL2
MEF2A	upregulates-expression	PRDM2
MEF2A	upregulates-expression	PRKCE
MEF2A	upregulates-expression	PTK2
MEF2A	upregulates-expression	RAB11FIP1
MEF2A	upregulates-expression	RIN2
MEF2A	upregulates-expression	RABGAP1L
MEF2A	upregulates-expression	RBPJ
MEF2A	upregulates-expression	RGS3
MEF2A	upregulates-expression	RIPOR2
MEF2A	upregulates-expression	SAMD4A
MEF2A	upregulates-expression	SASH1
MEF2A	upregulates-expression	SIPA1L1
MEF2A	upregulates-expression	SLC12A8
MEF2A	upregulates-expression	ST6GAL1
MEF2A	upregulates-expression	STARD13
MEF2A	upregulates-expression	SVIL
MEF2A	upregulates-expression	TBL1XR1
MEF2A	upregulates-expression	TCF4
MEF2A	upregulates-expression	TJP2
MEF2A	upregulates-expression	TNRC6B
MEF2A	upregulates-expression	TRIO
MEF2A	upregulates-expression	UST
MEF2A	upregulates-expression	UTRN
MEF2A	upregulates-expression	UVRAG
MEF2A	upregulates-expression	WWTR1
MEF2A	upregulates-expression	XYLT1
MEF2A	upregulates-expression	ZEB1
MEF2A	upregulates-expression	ZNF385B
MEF2B	upregulates-expression	ARHGEF7
MEF2B	upregulates-expression	BLK
MEF2B	upregulates-expression	CRMP1
MEF2B	upregulates-expression	DGKD
MEF2B	upregulates-expression	E2F5
MEF2B	upregulates-expression	EVI2B
MEF2B	upregulates-expression	GNAS
MEF2B	upregulates-expression	GPATCH2L
MEF2B	upregulates-expression	HDAC5
MEF2B	upregulates-expression	HDAC9
MEF2B	upregulates-expression	KCNH8
MEF2B	upregulates-expression	KLF6
MEF2B	upregulates-expression	LTBP1
MEF2B	upregulates-expression	MACF1
MEF2B	upregulates-expression	MEF2A
MEF2B	upregulates-expression	NELL2
MEF2B	upregulates-expression	NFX1
MEF2B	upregulates-expression	NR4A1
MEF2B	upregulates-expression	NUP210
MEF2B	upregulates-expression	PIK3AP1
MEF2B	upregulates-expression	RAPGEF5
MEF2B	upregulates-expression	RASGRP3
MEF2B	upregulates-expression	RIPOR2
MEF2B	upregulates-expression	RP1
MEF2B	upregulates-expression	SLC2A5
MEF2B	upregulates-expression	ST6GAL1
MEF2B	upregulates-expression	SYNE1
MEF2B	upregulates-expression	TADA3
MEF2B	upregulates-expression	TBL1XR1
MEF2B	upregulates-expression	TCF3
MEF2B	upregulates-expression	TNKS
MEF2B	upregulates-expression	TOX2
MEF2B	upregulates-expression	USP2
MEF2B	upregulates-expression	ZNF395
MEF2B	upregulates-expression	ZNF608
MEF2C	upregulates-expression	ANK3
MEF2C	upregulates-expression	ARHGAP10
MEF2C	upregulates-expression	ARHGAP24
MEF2C	upregulates-expression	ARHGAP25
MEF2C	upregulates-expression	ARHGEF3
MEF2C	upregulates-expression	ARHGEF7
MEF2C	upregulates-expression	ARID1A
MEF2C	upregulates-expression	ASB2
MEF2C	upregulates-expression	BCL2
MEF2C	upregulates-expression	CDK14
MEF2C	upregulates-expression	DNAJB2
MEF2C	upregulates-expression	DPYSL3
MEF2C	upregulates-expression	EBF1
MEF2C	upregulates-expression	ENTPD1
MEF2C	upregulates-expression	EPS15
MEF2C	upregulates-expression	ERC1
MEF2C	upregulates-expression	ETS1
MEF2C	upregulates-expression	FCHSD2
MEF2C	upregulates-expression	FLI1
MEF2C	upregulates-expression	FMNL3
MEF2C	upregulates-expression	GPR55
MEF2C	upregulates-expression	GTDC1
MEF2C	upregulates-expression	HBS1L
MEF2C	upregulates-expression	HDAC5
MEF2C	upregulates-expression	IL15
MEF2C	upregulates-expression	INPP4A
MEF2C	upregulates-expression	IRAG2
MEF2C	upregulates-expression	KCNN3
MEF2C	upregulates-expression	LCA5
MEF2C	upregulates-expression	LIMS1
MEF2C	upregulates-expression	LMNA
MEF2C	upregulates-expression	MACF1
MEF2C	upregulates-expression	MIDEAS
MEF2C	upregulates-expression	MYH9
MEF2C	upregulates-expression	MYLK3
MEF2C	upregulates-expression	NCALD
MEF2C	upregulates-expression	NDUFV2
MEF2C	upregulates-expression	NEDD9
MEF2C	upregulates-expression	NEK6
MEF2C	upregulates-expression	NFATC1
MEF2C	upregulates-expression	NIBAN1
MEF2C	upregulates-expression	NR3C1
MEF2C	upregulates-expression	NREP
MEF2C	upregulates-expression	NUCB2
MEF2C	upregulates-expression	OXR1
MEF2C	upregulates-expression	PDE4B
MEF2C	upregulates-expression	PIP4K2A
MEF2C	upregulates-expression	PRKCH
MEF2C	upregulates-expression	RASGRP3
MEF2C	upregulates-expression	REEP1
MEF2C	upregulates-expression	RFTN1
MEF2C	upregulates-expression	RGS3
MEF2C	upregulates-expression	RGS6
MEF2C	upregulates-expression	RIPOR2
MEF2C	upregulates-expression	SIPA1L1
MEF2C	upregulates-expression	SP100
MEF2C	upregulates-expression	ST6GAL1
STAT3	upregulates-expression	MEF2C
MEF2C	upregulates-expression	TBL1XR1
TCF4	upregulates-expression	MEF2C
MEF2C	upregulates-expression	TMEM131L
MEF2C	upregulates-expression	TMSB4X
MEF2C	upregulates-expression	TSPAN12
MEF2C	upregulates-expression	TTC39C
MEIS1	upregulates-expression	ARHGAP10
MEIS1	upregulates-expression	BBS9
MEIS1	upregulates-expression	BCAR3
MEIS1	upregulates-expression	CACHD1
MEIS1	upregulates-expression	CACNA1A
MEIS1	upregulates-expression	CCDC171
MEIS1	upregulates-expression	CFAP61
MEIS1	upregulates-expression	DAAM1
MEIS1	upregulates-expression	DOCK5
MEIS1	upregulates-expression	DPYSL3
MEIS1	upregulates-expression	DSE
MEIS1	upregulates-expression	DST
MEIS1	upregulates-expression	DTNB
MEIS1	upregulates-expression	DYRK1A
MEIS1	upregulates-expression	ETS1
MEIS1	upregulates-expression	FBN1
MEIS1	upregulates-expression	FOXP2
MEIS1	upregulates-expression	FRYL
MEIS1	upregulates-expression	GAS7
MEIS1	upregulates-expression	GHR
MEIS1	upregulates-expression	GLIS3
MEIS1	upregulates-expression	GNA12
MEIS1	upregulates-expression	HDAC9
MEIS1	upregulates-expression	HECW2
MEIS1	upregulates-expression	JCAD
MEIS1	upregulates-expression	KIAA1217
MEIS1	upregulates-expression	KSR1
MEIS1	upregulates-expression	LSAMP
MEIS1	upregulates-expression	MID1
MEIS1	upregulates-expression	NFIA
MEIS1	upregulates-expression	NFIB
MEIS1	upregulates-expression	PALLD
MEIS1	upregulates-expression	PARD3
MEIS1	upregulates-expression	PDE11A
MEIS1	upregulates-expression	PHACTR3
MEIS1	upregulates-expression	PLCL2
MEIS1	upregulates-expression	PLD1
MEIS1	upregulates-expression	PPARG
MEIS1	upregulates-expression	RAPGEF5
MEIS1	upregulates-expression	RERE
MEIS1	upregulates-expression	RIPOR2
MEIS1	upregulates-expression	RYR3
MEIS1	upregulates-expression	SLC8A1
MEIS1	upregulates-expression	SPTBN1
MEIS1	upregulates-expression	TCF4
MEIS1	upregulates-expression	TLE4
MEIS1	upregulates-expression	TNIK
MEIS1	upregulates-expression	UBE2E1
MEIS1	upregulates-expression	UBR3
MEIS1	upregulates-expression	USP6NL
MEIS1	upregulates-expression	VGLL4
MEIS1	upregulates-expression	XXYLT1
MEIS1	upregulates-expression	ZFPM2
MEIS2	upregulates-expression	ADD3
MEIS2	upregulates-expression	ADGRB3
MEIS2	upregulates-expression	ANKRD11
MEIS2	upregulates-expression	ARHGAP24
MEIS2	upregulates-expression	ATAD2B
MEIS2	upregulates-expression	ATP2B4
MEIS2	upregulates-expression	CCNY
MEIS2	upregulates-expression	CNOT10
MEIS2	upregulates-expression	COLGALT2
MEIS2	upregulates-expression	CORO1C
MEIS2	upregulates-expression	DMD
MEIS2	upregulates-expression	DNM2
MEIS2	upregulates-expression	DOCK9
MEIS2	upregulates-expression	DST
MEIS2	upregulates-expression	ETV1
MEIS2	upregulates-expression	FAM13A
MEIS2	upregulates-expression	FAM184A
MEIS2	upregulates-expression	FRYL
MEIS2	upregulates-expression	GFOD1
MEIS2	upregulates-expression	HDAC4
MEIS2	upregulates-expression	HK1
MEIS2	upregulates-expression	HNRNPLL
MEIS2	upregulates-expression	ITSN1
MEIS2	upregulates-expression	KCNH2
MEIS2	upregulates-expression	MAN1C1
MEIS2	upregulates-expression	MAPRE2
MEIS2	upregulates-expression	MARCHF8
MEIS2	upregulates-expression	MATN2
MEIS2	upregulates-expression	MBD5
MEIS2	upregulates-expression	MCF2L2
MEIS2	upregulates-expression	MEF2C
MEIS2	upregulates-expression	MITF
MEIS2	upregulates-expression	MRTFA
MEIS2	upregulates-expression	NAV2
MEIS2	upregulates-expression	NCOA7
MEIS2	upregulates-expression	NFIA
MEIS2	upregulates-expression	NPAS3
MEIS2	upregulates-expression	NR2F2
MEIS2	upregulates-expression	PTK2
MEIS2	upregulates-expression	RABGAP1L
MEIS2	upregulates-expression	ROR2
MEIS2	upregulates-expression	SBF2
MEIS2	upregulates-expression	SDCCAG8
MEIS2	upregulates-expression	SORBS1
MEIS2	upregulates-expression	SPAG6
MEIS2	upregulates-expression	SPIDR
MEIS2	upregulates-expression	SPRED2
MEIS2	upregulates-expression	SPTBN1
MEIS2	upregulates-expression	SSBP2
MEIS2	upregulates-expression	SSBP3
MEIS2	upregulates-expression	SSH1
MEIS2	upregulates-expression	STXBP5
MEIS2	upregulates-expression	TIAM2
MEIS2	upregulates-expression	TNIK
MEIS2	upregulates-expression	WDR64
MEIS2	upregulates-expression	ZFPM2
MEIS2	upregulates-expression	ZNF521
MEIS2	upregulates-expression	ZNF608
MITF	upregulates-expression	ACOX1
MITF	upregulates-expression	AGTRAP
MITF	upregulates-expression	AKAP10
MITF	upregulates-expression	ALG1
MITF	upregulates-expression	AMDHD2
MITF	upregulates-expression	ANLN
MITF	upregulates-expression	ASPSCR1
MITF	upregulates-expression	ATP6V0D1
MITF	upregulates-expression	ATP6V1G1
MITF	upregulates-expression	ATP6V1H
MITF	upregulates-expression	ATP7A
MITF	upregulates-expression	BAX
MITF	upregulates-expression	BLOC1S1
MITF	upregulates-expression	BPIFB1
MITF	upregulates-expression	BPTF
MITF	upregulates-expression	BROX
MITF	upregulates-expression	C1QTNF2
MITF	upregulates-expression	C2
MITF	upregulates-expression	RIMOC1
MITF	upregulates-expression	CALR
MITF	upregulates-expression	CCAR1
MITF	upregulates-expression	CCDC149
MITF	upregulates-expression	CCNT1
MITF	upregulates-expression	CD164
MITF	upregulates-expression	CD2BP2
MITF	upregulates-expression	CDK20
MITF	upregulates-expression	CDKL3
MITF	upregulates-expression	CEP162
MITF	upregulates-expression	CGN
MITF	upregulates-expression	CHAF1A
MITF	upregulates-expression	CHIC1
MITF	upregulates-expression	CLCN5
MITF	upregulates-expression	CLCN6
MITF	upregulates-expression	COA7
MITF	upregulates-expression	COMMD4
MITF	upregulates-expression	COMTD1
MITF	upregulates-expression	COPS7A
MITF	upregulates-expression	CROCC
MITF	upregulates-expression	CSTB
MITF	upregulates-expression	CTSD
MITF	upregulates-expression	D2HGDH
MITF	upregulates-expression	DCK
MITF	upregulates-expression	DCTN4
MITF	upregulates-expression	DDX3X
MITF	upregulates-expression	DENND6A
MITF	upregulates-expression	DEPDC1
MITF	upregulates-expression	DHDDS
MITF	upregulates-expression	DIP2B
MITF	upregulates-expression	DNAAF1
MITF	upregulates-expression	DNAJC8
MITF	upregulates-expression	DNMT3A
MITF	upregulates-expression	EFHB
MITF	upregulates-expression	EIF3B
MITF	upregulates-expression	EMC2
MITF	upregulates-expression	ERCC4
MITF	upregulates-expression	ETV1
MITF	upregulates-expression	EYA2
MITF	upregulates-expression	FAM117A
MITF	upregulates-expression	FBXL5
MITF	upregulates-expression	FHOD3
MITF	upregulates-expression	FNDC3A
MITF	upregulates-expression	FOXM1
MITF	upregulates-expression	GALC
MITF	upregulates-expression	GATD1
MITF	upregulates-expression	GBE1
MITF	upregulates-expression	GIGYF2
MITF	upregulates-expression	GIT2
MITF	upregulates-expression	GK
MITF	upregulates-expression	GLI3
MITF	upregulates-expression	GMNN
MITF	upregulates-expression	GNA13
MITF	upregulates-expression	GNB2
MITF	upregulates-expression	GNPDA1
MITF	upregulates-expression	GNPTG
MITF	upregulates-expression	GNS
MITF	upregulates-expression	GPR176
MITF	upregulates-expression	GPSM2
MITF	upregulates-expression	GTF2A1
MITF	upregulates-expression	GUF1
MITF	upregulates-expression	HDAC5
MITF	upregulates-expression	HEXA
MITF	upregulates-expression	HEXIM1
MITF	upregulates-expression	HMGN2
MITF	upregulates-expression	HMOX1
MITF	upregulates-expression	HNRNPD
MITF	upregulates-expression	HOMER2
MITF	upregulates-expression	HPS3
MITF	upregulates-expression	HSDL1
MITF	upregulates-expression	HSPBAP1
MITF	upregulates-expression	HSPG2
MITF	upregulates-expression	ILF3
MITF	upregulates-expression	ILVBL
MITF	upregulates-expression	KAT5
MITF	upregulates-expression	KAT6A
MITF	upregulates-expression	KDM6A
MITF	upregulates-expression	KIRREL1
MITF	upregulates-expression	KLHL12
MITF	upregulates-expression	LACTB2
MITF	upregulates-expression	LAMTOR1
MITF	upregulates-expression	LATS2
MITF	upregulates-expression	LIN52
MITF	upregulates-expression	LONP1
MITF	upregulates-expression	LRRC37A3
MITF	upregulates-expression	LTBP1
MITF	upregulates-expression	LZTS2
MITF	upregulates-expression	MAPK3
MITF	upregulates-expression	MARVELD2
MITF	upregulates-expression	MBD6
MITF	upregulates-expression	MCOLN1
MITF	upregulates-expression	MCRIP1
MITF	upregulates-expression	MED13
MITF	upregulates-expression	MED13L
MITF	upregulates-expression	MED28
MITF	upregulates-expression	MFHAS1
MITF	upregulates-expression	MFSD4B
MITF	upregulates-expression	MIGA2
MITF	upregulates-expression	MINAR1
MITF	upregulates-expression	MRPL27
MITF	upregulates-expression	MRPL36
MITF	upregulates-expression	MRPS18C
MITF	upregulates-expression	MRPS2
MITF	upregulates-expression	MRRF
MITF	upregulates-expression	MTDH
MITF	upregulates-expression	NAA40
MITF	upregulates-expression	NCOA6
MITF	upregulates-expression	NFX1
MITF	upregulates-expression	NIPAL3
NR2F2	upregulates-expression	MITF
MITF	upregulates-expression	NRL
MITF	upregulates-expression	NTMT1
MITF	upregulates-expression	PCM1
MITF	upregulates-expression	PDCD6IP
MITF	upregulates-expression	PDE11A
MITF	upregulates-expression	PES1
MITF	upregulates-expression	PGAP6
MITF	upregulates-expression	PHF3
MITF	upregulates-expression	PI4KA
MITF	upregulates-expression	PIAS4
MITF	upregulates-expression	PICALM
MITF	upregulates-expression	PIP4K2C
MITF	upregulates-expression	PIP5K1A
MITF	upregulates-expression	PKN1
MITF	upregulates-expression	PLAT
MITF	upregulates-expression	PLBD2
MITF	upregulates-expression	PLD3
MITF	upregulates-expression	PLEKHG2
MITF	upregulates-expression	PLTP
MITF	upregulates-expression	PPP2R3C
MITF	upregulates-expression	PRMT3
MITF	upregulates-expression	PTPRS
MITF	upregulates-expression	QTRT1
MITF	upregulates-expression	RAB21
MITF	upregulates-expression	RAB3GAP2
MITF	upregulates-expression	RAB3IL1
MITF	upregulates-expression	RAD9A
MITF	upregulates-expression	RBBP6
MITF	upregulates-expression	RBM15
MITF	upregulates-expression	RCAN1
MITF	upregulates-expression	RCBTB1
MITF	upregulates-expression	RGS12
MITF	upregulates-expression	RITA1
MITF	upregulates-expression	RMC1
MITF	upregulates-expression	ROR2
MITF	upregulates-expression	RPA1
MITF	upregulates-expression	SBNO1
MITF	upregulates-expression	SC5D
MITF	upregulates-expression	SDF4
MITF	upregulates-expression	SERF2
MITF	upregulates-expression	SGO1
MITF	upregulates-expression	SIRT1
MITF	upregulates-expression	SLC13A3
MITF	upregulates-expression	SLC25A32
MITF	upregulates-expression	SLC25A51
MITF	upregulates-expression	SLC33A1
MITF	upregulates-expression	SLC35B2
MITF	upregulates-expression	SOCS2
MITF	upregulates-expression	SOCS5
STAT1	upregulates-expression	MITF
MITF	upregulates-expression	STX4
MITF	upregulates-expression	STX6
MITF	upregulates-expression	SUB1
MITF	upregulates-expression	SUMF1
MITF	upregulates-expression	SUMO3
MITF	upregulates-expression	SYPL2
MITF	upregulates-expression	TADA1
MITF	upregulates-expression	TAF6L
MITF	upregulates-expression	TAF7L
MITF	upregulates-expression	TAF8
MITF	upregulates-expression	TBK1
MITF	upregulates-expression	TCN2
MITF	upregulates-expression	TEF
MITF	upregulates-expression	THRAP3
MITF	upregulates-expression	THUMPD2
MITF	upregulates-expression	TMC6
MITF	upregulates-expression	TMEM116
MITF	upregulates-expression	TMEM169
MITF	upregulates-expression	TNFAIP3
MITF	upregulates-expression	TNPO2
MITF	upregulates-expression	TNS1
MITF	upregulates-expression	TOM1L2
MITF	upregulates-expression	TRAPPC2L
MITF	upregulates-expression	TRIP6
MITF	upregulates-expression	TRPM7
MITF	upregulates-expression	TRUB2
MITF	upregulates-expression	TSC1
MITF	upregulates-expression	TULP3
MITF	upregulates-expression	UBAP2
MITF	upregulates-expression	UBE2V2
MITF	upregulates-expression	USHBP1
MITF	upregulates-expression	USP28
MITF	upregulates-expression	USP32
MITF	upregulates-expression	UTP20
MITF	upregulates-expression	VGF
MITF	upregulates-expression	VPS16
MITF	upregulates-expression	VPS26A
MITF	upregulates-expression	VPS26C
MITF	upregulates-expression	VPS33A
MITF	upregulates-expression	WDR27
MITF	upregulates-expression	WDR81
MITF	upregulates-expression	WDR90
MITF	upregulates-expression	WIPF1
MITF	upregulates-expression	YKT6
MITF	upregulates-expression	ZBTB2
MITF	upregulates-expression	ZBTB8OS
MITF	upregulates-expression	ZC3H11A
MITF	upregulates-expression	ZC3H18
MITF	upregulates-expression	ZNF292
MITF	upregulates-expression	ZNF324
MNT	upregulates-expression	ACIN1
MNT	upregulates-expression	ADGRV1
MNT	upregulates-expression	AGAP3
MNT	upregulates-expression	ANKRD11
MNT	upregulates-expression	AP3D1
MNT	upregulates-expression	BCL9L
MNT	upregulates-expression	BCR
MNT	upregulates-expression	CABLES1
MNT	upregulates-expression	CAST
MNT	upregulates-expression	CMIP
MNT	upregulates-expression	COBL
MNT	upregulates-expression	CSNK1D
MNT	upregulates-expression	ECE1
MNT	upregulates-expression	ELL
MNT	upregulates-expression	EPN2
MNT	upregulates-expression	EVL
MNT	upregulates-expression	FAM131A
MNT	upregulates-expression	GREB1
MNT	upregulates-expression	GSN
MNT	upregulates-expression	KDM4B
MNT	upregulates-expression	KDM6B
MNT	upregulates-expression	LRRFIP1
MNT	upregulates-expression	MAFK
MNT	upregulates-expression	MARK2
MNT	upregulates-expression	MED15
MNT	upregulates-expression	MGRN1
MNT	upregulates-expression	MIDEAS
