source	target	interaction	weight
TF_68	G_712	upregulates-expression	1.0
TF_68	G_41	upregulates-expression	1.0
TF_68	G_292	upregulates-expression	1.0
TF_68	G_432	upregulates-expression	1.0
TF_68	G_822	upregulates-expression	1.0
TF_68	G_277	upregulates-expression	1.0
TF_68	G_723	upregulates-expression	1.0
TF_68	G_45	upregulates-expression	1.0
TF_68	G_595	upregulates-expression	1.0
TF_68	G_13	upregulates-expression	1.0
TF_68	G_963	upregulates-expression	1.0
TF_68	G_850	upregulates-expression	1.0
TF_68	G_390	upregulates-expression	1.0
TF_68	G_387	upregulates-expression	1.0
TF_68	G_790	upregulates-expression	1.0
TF_68	G_15	upregulates-expression	1.0
TF_68	G_21	upregulates-expression	1.0
TF_68	G_647	upregulates-expression	1.0
TF_68	G_807	upregulates-expression	1.0
TF_68	G_352	upregulates-expression	1.0
TF_68	G_945	downregulates-expression	1.0
TF_68	G_742	downregulates-expression	1.0
TF_68	G_157	downregulates-expression	1.0
TF_68	G_586	downregulates-expression	1.0
TF_68	G_877	downregulates-expression	1.0
TF_68	G_91	downregulates-expression	1.0
TF_68	G_14	downregulates-expression	1.0
TF_68	G_4	downregulates-expression	1.0
TF_68	G_612	downregulates-expression	1.0
TF_68	G_562	downregulates-expression	1.0
TF_69	G_881	upregulates-expression	1.0
TF_69	G_922	upregulates-expression	1.0
TF_69	G_382	upregulates-expression	1.0
TF_69	G_435	downregulates-expression	1.0
TF_69	G_61	downregulates-expression	1.0
TF_69	G_355	downregulates-expression	1.0
TF_69	G_125	downregulates-expression	1.0
TF_69	G_185	downregulates-expression	1.0
TF_69	G_605	downregulates-expression	1.0
TF_69	G_37	downregulates-expression	1.0
TF_69	G_223	downregulates-expression	1.0
TF_69	G_384	downregulates-expression	1.0
TF_69	G_716	downregulates-expression	1.0
TF_69	G_265	downregulates-expression	1.0
TF_69	G_799	downregulates-expression	1.0
TF_69	G_539	downregulates-expression	1.0
TF_69	G_536	downregulates-expression	1.0
TF_69	G_940	downregulates-expression	1.0
TF_69	G_403	downregulates-expression	1.0
TF_69	G_902	downregulates-expression	1.0
TF_69	G_248	downregulates-expression	1.0
TF_69	G_440	downregulates-expression	1.0
TF_69	G_56	downregulates-expression	1.0
TF_69	G_634	downregulates-expression	1.0
TF_69	G_557	downregulates-expression	1.0
TF_70	G_139	upregulates-expression	1.0
TF_70	G_41	upregulates-expression	1.0
TF_70	G_416	upregulates-expression	1.0
TF_70	G_376	upregulates-expression	1.0
TF_70	G_464	upregulates-expression	1.0
TF_70	G_250	upregulates-expression	1.0
TF_70	G_555	upregulates-expression	1.0
TF_70	G_648	upregulates-expression	1.0
TF_70	G_874	upregulates-expression	1.0
TF_70	G_354	upregulates-expression	1.0
TF_70	G_549	upregulates-expression	1.0
TF_70	G_534	upregulates-expression	1.0
TF_70	G_870	upregulates-expression	1.0
TF_70	G_27	upregulates-expression	1.0
TF_70	G_508	upregulates-expression	1.0
TF_70	G_871	upregulates-expression	1.0
TF_70	G_48	upregulates-expression	1.0
TF_70	G_224	upregulates-expression	1.0
TF_70	G_144	upregulates-expression	1.0
TF_70	G_200	downregulates-expression	1.0
TF_70	G_944	downregulates-expression	1.0
TF_70	G_366	downregulates-expression	1.0
TF_70	G_241	downregulates-expression	1.0
TF_70	G_466	downregulates-expression	1.0
TF_70	G_343	downregulates-expression	1.0
TF_70	G_130	downregulates-expression	1.0
TF_70	G_236	downregulates-expression	1.0
TF_70	G_792	downregulates-expression	1.0
TF_70	G_478	downregulates-expression	1.0
TF_70	G_739	downregulates-expression	1.0
TF_70	G_313	downregulates-expression	1.0
TF_71	G_870	upregulates-expression	1.0
TF_71	G_634	upregulates-expression	1.0
TF_71	G_752	upregulates-expression	1.0
TF_71	G_372	upregulates-expression	1.0
TF_71	G_405	upregulates-expression	1.0
TF_71	G_41	upregulates-expression	1.0
TF_71	G_745	upregulates-expression	1.0
TF_71	G_207	upregulates-expression	1.0
TF_71	G_232	upregulates-expression	1.0
TF_71	G_244	upregulates-expression	1.0
TF_71	G_867	upregulates-expression	1.0
TF_71	G_550	upregulates-expression	1.0
TF_71	G_487	upregulates-expression	1.0
TF_71	G_353	upregulates-expression	1.0
TF_71	G_172	upregulates-expression	1.0
TF_71	G_67	upregulates-expression	1.0
TF_71	G_658	upregulates-expression	1.0
TF_71	G_322	upregulates-expression	1.0
TF_71	G_341	downregulates-expression	1.0
TF_71	G_165	downregulates-expression	1.0
TF_71	G_741	downregulates-expression	1.0
TF_71	G_131	downregulates-expression	1.0
TF_71	G_230	downregulates-expression	1.0
TF_71	G_107	downregulates-expression	1.0
TF_71	G_619	downregulates-expression	1.0
TF_71	G_791	downregulates-expression	1.0
TF_71	G_483	downregulates-expression	1.0
TF_72	G_359	upregulates-expression	1.0
TF_72	G_556	upregulates-expression	1.0
TF_72	G_51	upregulates-expression	1.0
TF_72	G_812	upregulates-expression	1.0
TF_72	G_563	upregulates-expression	1.0
TF_72	G_201	upregulates-expression	1.0
TF_72	G_734	upregulates-expression	1.0
TF_72	G_269	upregulates-expression	1.0
TF_72	G_656	upregulates-expression	1.0
TF_72	G_953	upregulates-expression	1.0
TF_72	G_910	upregulates-expression	1.0
TF_72	G_837	upregulates-expression	1.0
TF_72	G_511	upregulates-expression	1.0
TF_72	G_431	upregulates-expression	1.0
TF_72	G_928	upregulates-expression	1.0
TF_72	G_19	upregulates-expression	1.0
TF_72	G_186	downregulates-expression	1.0
TF_72	G_854	downregulates-expression	1.0
TF_72	G_230	downregulates-expression	1.0
TF_72	G_719	downregulates-expression	1.0
TF_72	G_188	downregulates-expression	1.0
TF_72	G_355	downregulates-expression	1.0
TF_72	G_332	downregulates-expression	1.0
TF_72	G_508	downregulates-expression	1.0
TF_72	G_121	downregulates-expression	1.0
TF_72	G_228	downregulates-expression	1.0
TF_73	G_97	upregulates-expression	1.0
TF_73	G_145	upregulates-expression	1.0
TF_73	G_38	upregulates-expression	1.0
TF_73	G_573	upregulates-expression	1.0
TF_73	G_993	upregulates-expression	1.0
TF_73	G_709	upregulates-expression	1.0
TF_73	G_288	upregulates-expression	1.0
TF_73	G_758	upregulates-expression	1.0
TF_73	G_378	upregulates-expression	1.0
TF_73	G_75	upregulates-expression	1.0
TF_73	G_135	upregulates-expression	1.0
TF_73	G_717	upregulates-expression	1.0
TF_73	G_193	upregulates-expression	1.0
TF_73	G_514	upregulates-expression	1.0
TF_73	G_755	upregulates-expression	1.0
TF_73	G_662	upregulates-expression	1.0
TF_73	G_312	upregulates-expression	1.0
TF_73	G_686	downregulates-expression	1.0
TF_73	G_53	downregulates-expression	1.0
TF_73	G_843	downregulates-expression	1.0
TF_73	G_310	downregulates-expression	1.0
TF_73	G_963	downregulates-expression	1.0
TF_73	G_374	downregulates-expression	1.0
TF_73	G_649	downregulates-expression	1.0
TF_73	G_305	downregulates-expression	1.0
TF_73	G_74	downregulates-expression	1.0
TF_74	G_478	upregulates-expression	1.0
TF_74	G_679	upregulates-expression	1.0
TF_74	G_639	upregulates-expression	1.0
TF_74	G_433	upregulates-expression	1.0
TF_74	G_953	upregulates-expression	1.0
TF_74	G_532	upregulates-expression	1.0
TF_74	G_891	upregulates-expression	1.0
TF_74	G_482	upregulates-expression	1.0
TF_74	G_238	upregulates-expression	1.0
TF_74	G_334	downregulates-expression	1.0
TF_74	G_871	downregulates-expression	1.0
TF_74	G_637	downregulates-expression	1.0
TF_74	G_59	downregulates-expression	1.0
TF_74	G_712	downregulates-expression	1.0
TF_74	G_818	downregulates-expression	1.0
TF_74	G_936	downregulates-expression	1.0
TF_74	G_500	downregulates-expression	1.0
TF_74	G_331	downregulates-expression	1.0
TF_74	G_94	downregulates-expression	1.0
TF_74	G_873	downregulates-expression	1.0
TF_74	G_115	downregulates-expression	1.0
TF_74	G_390	downregulates-expression	1.0
TF_74	G_403	downregulates-expression	1.0
TF_74	G_506	downregulates-expression	1.0
TF_75	G_612	upregulates-expression	1.0
TF_75	G_761	upregulates-expression	1.0
TF_75	G_975	upregulates-expression	1.0
TF_75	G_857	upregulates-expression	1.0
TF_75	G_566	upregulates-expression	1.0
TF_75	G_486	upregulates-expression	1.0
TF_75	G_132	upregulates-expression	1.0
TF_75	G_747	upregulates-expression	1.0
TF_75	G_402	upregulates-expression	1.0
TF_75	G_725	upregulates-expression	1.0
TF_75	G_492	upregulates-expression	1.0
TF_75	G_244	upregulates-expression	1.0
TF_75	G_982	upregulates-expression	1.0
TF_75	G_772	upregulates-expression	1.0
TF_75	G_337	upregulates-expression	1.0
TF_75	G_290	upregulates-expression	1.0
TF_75	G_805	upregulates-expression	1.0
TF_75	G_449	upregulates-expression	1.0
TF_75	G_350	upregulates-expression	1.0
TF_75	G_543	downregulates-expression	1.0
TF_75	G_269	downregulates-expression	1.0
TF_75	G_843	downregulates-expression	1.0
TF_75	G_172	downregulates-expression	1.0
TF_75	G_230	downregulates-expression	1.0
TF_75	G_860	downregulates-expression	1.0
TF_75	G_596	downregulates-expression	1.0
TF_75	G_711	downregulates-expression	1.0
TF_75	G_71	downregulates-expression	1.0
TF_75	G_804	downregulates-expression	1.0
TF_75	G_887	downregulates-expression	1.0
TF_75	G_550	downregulates-expression	1.0
TF_75	G_971	downregulates-expression	1.0
TF_75	G_368	downregulates-expression	1.0
TF_75	G_246	downregulates-expression	1.0
TF_75	G_737	downregulates-expression	1.0
TF_75	G_739	downregulates-expression	1.0
TF_75	G_465	downregulates-expression	1.0
TF_75	G_83	downregulates-expression	1.0
TF_76	G_166	upregulates-expression	1.0
TF_76	G_611	upregulates-expression	1.0
TF_76	G_473	upregulates-expression	1.0
TF_76	G_934	upregulates-expression	1.0
TF_76	G_712	upregulates-expression	1.0
TF_76	G_949	upregulates-expression	1.0
TF_76	G_861	upregulates-expression	1.0
TF_76	G_488	upregulates-expression	1.0
TF_76	G_781	upregulates-expression	1.0
TF_76	G_645	upregulates-expression	1.0
TF_76	G_667	upregulates-expression	1.0
TF_76	G_786	upregulates-expression	1.0
TF_76	G_283	upregulates-expression	1.0
TF_76	G_453	upregulates-expression	1.0
TF_76	G_94	upregulates-expression	1.0
TF_76	G_268	upregulates-expression	1.0
TF_76	G_841	downregulates-expression	1.0
TF_76	G_402	downregulates-expression	1.0
TF_76	G_796	downregulates-expression	1.0
TF_76	G_845	downregulates-expression	1.0
TF_76	G_149	downregulates-expression	1.0
TF_76	G_800	downregulates-expression	1.0
TF_76	G_729	downregulates-expression	1.0
TF_76	G_41	downregulates-expression	1.0
TF_76	G_255	downregulates-expression	1.0
TF_76	G_869	downregulates-expression	1.0
TF_76	G_724	downregulates-expression	1.0
TF_76	G_79	downregulates-expression	1.0
TF_76	G_553	downregulates-expression	1.0
TF_76	G_385	downregulates-expression	1.0
TF_77	G_968	upregulates-expression	1.0
TF_77	G_818	upregulates-expression	1.0
TF_77	G_159	upregulates-expression	1.0
TF_77	G_454	upregulates-expression	1.0
TF_77	G_541	upregulates-expression	1.0
TF_77	G_560	upregulates-expression	1.0
TF_77	G_223	upregulates-expression	1.0
TF_77	G_954	upregulates-expression	1.0
TF_77	G_529	upregulates-expression	1.0
TF_77	G_664	upregulates-expression	1.0
TF_77	G_568	upregulates-expression	1.0
TF_77	G_657	upregulates-expression	1.0
TF_77	G_382	upregulates-expression	1.0
TF_77	G_93	downregulates-expression	1.0
TF_77	G_339	downregulates-expression	1.0
TF_77	G_984	downregulates-expression	1.0
TF_77	G_116	downregulates-expression	1.0
TF_77	G_763	downregulates-expression	1.0
TF_77	G_847	downregulates-expression	1.0
TF_77	G_146	downregulates-expression	1.0
TF_77	G_645	downregulates-expression	1.0
TF_77	G_494	downregulates-expression	1.0
TF_77	G_846	downregulates-expression	1.0
TF_77	G_711	downregulates-expression	1.0
TF_77	G_117	downregulates-expression	1.0
TF_77	G_821	downregulates-expression	1.0
TF_77	G_830	downregulates-expression	1.0
TF_77	G_525	downregulates-expression	1.0
TF_77	G_261	downregulates-expression	1.0
TF_77	G_391	downregulates-expression	1.0
TF_77	G_766	downregulates-expression	1.0
TF_77	G_549	downregulates-expression	1.0
TF_77	G_337	downregulates-expression	1.0
TF_77	G_574	downregulates-expression	1.0
TF_77	G_160	downregulates-expression	1.0
TF_78	G_897	upregulates-expression	1.0
TF_78	G_712	upregulates-expression	1.0
TF_78	G_964	upregulates-expression	1.0
TF_78	G_955	upregulates-expression	1.0
TF_78	G_370	upregulates-expression	1.0
TF_78	G_617	upregulates-expression	1.0
TF_78	G_774	upregulates-expression	1.0
TF_78	G_917	upregulates-expression	1.0
TF_78	G_383	upregulates-expression	1.0
TF_78	G_80	upregulates-expression	1.0
TF_78	G_739	upregulates-expression	1.0
TF_78	G_309	upregulates-expression	1.0
TF_78	G_119	upregulates-expression	1.0
TF_78	G_840	upregulates-expression	1.0
TF_78	G_418	upregulates-expression	1.0
TF_78	G_21	downregulates-expression	1.0
TF_78	G_112	downregulates-expression	1.0
TF_78	G_999	downregulates-expression	1.0
TF_78	G_976	downregulates-expression	1.0
TF_78	G_718	downregulates-expression	1.0
TF_78	G_268	downregulates-expression	1.0
TF_78	G_344	downregulates-expression	1.0
TF_78	G_302	downregulates-expression	1.0
TF_78	G_488	downregulates-expression	1.0
TF_78	G_641	downregulates-expression	1.0
TF_78	G_547	downregulates-expression	1.0
TF_78	G_844	downregulates-expression	1.0
TF_78	G_753	downregulates-expression	1.0
TF_79	G_645	upregulates-expression	1.0
TF_79	G_634	upregulates-expression	1.0
TF_79	G_628	upregulates-expression	1.0
TF_79	G_43	upregulates-expression	1.0
TF_79	G_45	upregulates-expression	1.0
TF_79	G_740	upregulates-expression	1.0
TF_79	G_303	upregulates-expression	1.0
TF_79	G_745	upregulates-expression	1.0
TF_79	G_783	upregulates-expression	1.0
TF_79	G_68	upregulates-expression	1.0
TF_79	G_117	upregulates-expression	1.0
TF_79	G_31	upregulates-expression	1.0
TF_79	G_302	upregulates-expression	1.0
TF_79	G_818	upregulates-expression	1.0
TF_79	G_748	upregulates-expression	1.0
TF_79	G_57	upregulates-expression	1.0
TF_79	G_337	upregulates-expression	1.0
TF_79	G_794	upregulates-expression	1.0
TF_79	G_735	downregulates-expression	1.0
TF_79	G_28	downregulates-expression	1.0
TF_79	G_827	downregulates-expression	1.0
TF_79	G_855	downregulates-expression	1.0
TF_79	G_270	downregulates-expression	1.0
TF_79	G_972	downregulates-expression	1.0
TF_79	G_488	downregulates-expression	1.0
TF_79	G_639	downregulates-expression	1.0
TF_79	G_929	downregulates-expression	1.0
TF_79	G_525	downregulates-expression	1.0
TF_79	G_126	downregulates-expression	1.0
TF_79	G_217	downregulates-expression	1.0
TF_79	G_561	downregulates-expression	1.0
TF_79	G_839	downregulates-expression	1.0
TF_79	G_109	downregulates-expression	1.0
TF_79	G_563	downregulates-expression	1.0
TF_80	G_639	upregulates-expression	1.0
TF_80	G_743	upregulates-expression	1.0
TF_80	G_899	upregulates-expression	1.0
TF_80	G_770	upregulates-expression	1.0
TF_80	G_28	upregulates-expression	1.0
TF_80	G_415	upregulates-expression	1.0
TF_80	G_986	upregulates-expression	1.0
TF_80	G_915	upregulates-expression	1.0
TF_80	G_821	upregulates-expression	1.0
TF_80	G_193	upregulates-expression	1.0
TF_80	G_957	upregulates-expression	1.0
TF_80	G_565	upregulates-expression	1.0
TF_80	G_93	upregulates-expression	1.0
TF_80	G_853	upregulates-expression	1.0
TF_80	G_519	upregulates-expression	1.0
TF_80	G_98	upregulates-expression	1.0
TF_80	G_632	upregulates-expression	1.0
TF_80	G_340	upregulates-expression	1.0
TF_80	G_542	upregulates-expression	1.0
TF_80	G_32	upregulates-expression	1.0
TF_80	G_292	upregulates-expression	1.0
TF_80	G_74	upregulates-expression	1.0
TF_80	G_399	upregulates-expression	1.0
TF_80	G_645	upregulates-expression	1.0
TF_80	G_562	upregulates-expression	1.0
TF_80	G_85	upregulates-expression	1.0
TF_80	G_288	upregulates-expression	1.0
TF_80	G_13	downregulates-expression	1.0
TF_80	G_769	downregulates-expression	1.0
TF_80	G_864	downregulates-expression	1.0
TF_80	G_21	downregulates-expression	1.0
TF_80	G_105	downregulates-expression	1.0
TF_80	G_168	downregulates-expression	1.0
TF_80	G_661	downregulates-expression	1.0
TF_80	G_248	downregulates-expression	1.0
TF_80	G_610	downregulates-expression	1.0
TF_80	G_908	downregulates-expression	1.0
TF_80	G_912	downregulates-expression	1.0
TF_80	G_151	downregulates-expression	1.0
TF_80	G_307	downregulates-expression	1.0
TF_80	G_768	downregulates-expression	1.0
TF_81	G_805	upregulates-expression	1.0
TF_81	G_657	upregulates-expression	1.0
TF_81	G_758	upregulates-expression	1.0
TF_81	G_518	upregulates-expression	1.0
TF_81	G_128	upregulates-expression	1.0
TF_81	G_848	upregulates-expression	1.0
TF_81	G_788	upregulates-expression	1.0
TF_81	G_540	upregulates-expression	1.0
TF_81	G_623	downregulates-expression	1.0
TF_81	G_98	downregulates-expression	1.0
TF_81	G_649	downregulates-expression	1.0
TF_81	G_607	downregulates-expression	1.0
TF_81	G_563	downregulates-expression	1.0
TF_81	G_432	downregulates-expression	1.0
TF_81	G_939	downregulates-expression	1.0
TF_81	G_103	downregulates-expression	1.0
TF_81	G_648	downregulates-expression	1.0
TF_81	G_861	downregulates-expression	1.0
TF_81	G_584	downregulates-expression	1.0
TF_81	G_875	downregulates-expression	1.0
TF_81	G_317	downregulates-expression	1.0
TF_81	G_242	downregulates-expression	1.0
TF_81	G_394	downregulates-expression	1.0
TF_82	G_586	upregulates-expression	1.0
TF_82	G_896	upregulates-expression	1.0
TF_82	G_536	upregulates-expression	1.0
TF_82	G_537	upregulates-expression	1.0
TF_82	G_430	upregulates-expression	1.0
TF_82	G_541	upregulates-expression	1.0
TF_82	G_77	upregulates-expression	1.0
TF_82	G_867	upregulates-expression	1.0
TF_82	G_258	upregulates-expression	1.0
TF_82	G_181	upregulates-expression	1.0
TF_82	G_732	upregulates-expression	1.0
TF_82	G_177	upregulates-expression	1.0
TF_82	G_107	upregulates-expression	1.0
TF_82	G_762	upregulates-expression	1.0
TF_82	G_248	upregulates-expression	1.0
TF_82	G_640	downregulates-expression	1.0
TF_82	G_348	downregulates-expression	1.0
TF_82	G_774	downregulates-expression	1.0
TF_82	G_737	downregulates-expression	1.0
TF_82	G_965	downregulates-expression	1.0
TF_82	G_559	downregulates-expression	1.0
TF_82	G_393	downregulates-expression	1.0
TF_82	G_477	downregulates-expression	1.0
TF_82	G_866	downregulates-expression	1.0
TF_82	G_111	downregulates-expression	1.0
TF_82	G_411	downregulates-expression	1.0
TF_82	G_124	downregulates-expression	1.0
TF_82	G_810	downregulates-expression	1.0
TF_82	G_157	downregulates-expression	1.0
TF_82	G_935	downregulates-expression	1.0
TF_82	G_730	downregulates-expression	1.0
TF_82	G_467	downregulates-expression	1.0
TF_83	G_433	upregulates-expression	1.0
TF_83	G_729	upregulates-expression	1.0
TF_83	G_434	upregulates-expression	1.0
TF_83	G_12	upregulates-expression	1.0
TF_83	G_958	upregulates-expression	1.0
TF_83	G_102	upregulates-expression	1.0
TF_83	G_779	upregulates-expression	1.0
TF_83	G_482	upregulates-expression	1.0
TF_83	G_680	upregulates-expression	1.0
TF_83	G_969	upregulates-expression	1.0
TF_83	G_246	upregulates-expression	1.0
TF_83	G_944	upregulates-expression	1.0
TF_83	G_453	upregulates-expression	1.0
TF_83	G_832	downregulates-expression	1.0
TF_83	G_598	downregulates-expression	1.0
TF_83	G_633	downregulates-expression	1.0
TF_83	G_396	downregulates-expression	1.0
TF_83	G_645	downregulates-expression	1.0
TF_83	G_998	downregulates-expression	1.0
TF_83	G_512	downregulates-expression	1.0
TF_83	G_641	downregulates-expression	1.0
TF_83	G_901	downregulates-expression	1.0
TF_83	G_939	downregulates-expression	1.0
TF_83	G_887	downregulates-expression	1.0
TF_84	G_290	upregulates-expression	1.0
TF_84	G_801	upregulates-expression	1.0
TF_84	G_849	upregulates-expression	1.0
TF_84	G_80	upregulates-expression	1.0
TF_84	G_328	upregulates-expression	1.0
TF_84	G_923	upregulates-expression	1.0
TF_84	G_590	upregulates-expression	1.0
TF_84	G_680	upregulates-expression	1.0
TF_84	G_335	upregulates-expression	1.0
TF_84	G_501	upregulates-expression	1.0
TF_84	G_135	upregulates-expression	1.0
TF_84	G_724	upregulates-expression	1.0
TF_84	G_948	upregulates-expression	1.0
TF_84	G_394	downregulates-expression	1.0
TF_84	G_961	downregulates-expression	1.0
TF_84	G_401	downregulates-expression	1.0
TF_84	G_237	downregulates-expression	1.0
TF_84	G_715	downregulates-expression	1.0
TF_84	G_833	downregulates-expression	1.0
TF_84	G_165	downregulates-expression	1.0
TF_84	G_446	downregulates-expression	1.0
TF_84	G_392	downregulates-expression	1.0
TF_84	G_691	downregulates-expression	1.0
TF_84	G_846	downregulates-expression	1.0
TF_84	G_766	downregulates-expression	1.0
TF_84	G_782	downregulates-expression	1.0
TF_84	G_363	downregulates-expression	1.0
TF_84	G_609	downregulates-expression	1.0
TF_84	G_15	downregulates-expression	1.0
TF_84	G_743	downregulates-expression	1.0
TF_85	G_857	upregulates-expression	1.0
TF_85	G_177	upregulates-expression	1.0
TF_85	G_913	upregulates-expression	1.0
TF_85	G_772	upregulates-expression	1.0
TF_85	G_323	upregulates-expression	1.0
TF_85	G_67	upregulates-expression	1.0
TF_85	G_745	upregulates-expression	1.0
TF_85	G_604	upregulates-expression	1.0
TF_85	G_113	upregulates-expression	1.0
TF_85	G_734	upregulates-expression	1.0
TF_85	G_650	upregulates-expression	1.0
TF_85	G_108	upregulates-expression	1.0
TF_85	G_56	upregulates-expression	1.0
TF_85	G_432	upregulates-expression	1.0
TF_85	G_374	downregulates-expression	1.0
TF_85	G_689	downregulates-expression	1.0
TF_85	G_95	downregulates-expression	1.0
TF_85	G_845	downregulates-expression	1.0
TF_85	G_987	downregulates-expression	1.0
TF_85	G_737	downregulates-expression	1.0
TF_85	G_415	downregulates-expression	1.0
TF_85	G_136	downregulates-expression	1.0
TF_85	G_917	downregulates-expression	1.0
TF_86	G_223	upregulates-expression	1.0
TF_86	G_933	upregulates-expression	1.0
TF_86	G_665	upregulates-expression	1.0
TF_86	G_319	upregulates-expression	1.0
TF_86	G_15	upregulates-expression	1.0
TF_86	G_990	upregulates-expression	1.0
TF_86	G_530	upregulates-expression	1.0
TF_86	G_14	upregulates-expression	1.0
TF_86	G_18	upregulates-expression	1.0
TF_86	G_492	upregulates-expression	1.0
TF_86	G_367	upregulates-expression	1.0
TF_86	G_153	upregulates-expression	1.0
TF_86	G_127	upregulates-expression	1.0
TF_86	G_336	upregulates-expression	1.0
TF_86	G_730	upregulates-expression	1.0
TF_86	G_359	upregulates-expression	1.0
TF_86	G_169	upregulates-expression	1.0
TF_86	G_989	upregulates-expression	1.0
TF_86	G_998	downregulates-expression	1.0
TF_86	G_274	downregulates-expression	1.0
TF_86	G_910	downregulates-expression	1.0
TF_86	G_220	downregulates-expression	1.0
TF_87	G_197	upregulates-expression	1.0
TF_87	G_589	upregulates-expression	1.0
TF_87	G_602	upregulates-expression	1.0
TF_87	G_241	upregulates-expression	1.0
TF_87	G_869	upregulates-expression	1.0
TF_87	G_331	upregulates-expression	1.0
TF_87	G_860	upregulates-expression	1.0
TF_87	G_355	upregulates-expression	1.0
TF_87	G_257	upregulates-expression	1.0
TF_87	G_901	upregulates-expression	1.0
TF_87	G_610	upregulates-expression	1.0
TF_87	G_213	upregulates-expression	1.0
TF_87	G_419	upregulates-expression	1.0
TF_87	G_313	upregulates-expression	1.0
TF_87	G_418	upregulates-expression	1.0
TF_87	G_726	upregulates-expression	1.0
TF_87	G_847	upregulates-expression	1.0
TF_87	G_981	downregulates-expression	1.0
TF_87	G_947	downregulates-expression	1.0
TF_87	G_548	downregulates-expression	1.0
TF_87	G_681	downregulates-expression	1.0
TF_87	G_290	downregulates-expression	1.0
TF_87	G_440	downregulates-expression	1.0
TF_87	G_238	downregulates-expression	1.0
TF_87	G_187	downregulates-expression	1.0
TF_87	G_818	downregulates-expression	1.0
TF_87	G_430	downregulates-expression	1.0
TF_87	G_778	downregulates-expression	1.0
TF_87	G_397	downregulates-expression	1.0
TF_87	G_332	downregulates-expression	1.0
TF_87	G_764	downregulates-expression	1.0
TF_87	G_976	downregulates-expression	1.0
TF_87	G_1	downregulates-expression	1.0
TF_88	G_793	upregulates-expression	1.0
TF_88	G_835	upregulates-expression	1.0
TF_88	G_804	upregulates-expression	1.0
TF_88	G_34	upregulates-expression	1.0
TF_88	G_679	upregulates-expression	1.0
TF_88	G_639	upregulates-expression	1.0
TF_88	G_969	upregulates-expression	1.0
TF_88	G_513	upregulates-expression	1.0
TF_88	G_159	upregulates-expression	1.0
TF_88	G_447	upregulates-expression	1.0
TF_88	G_535	upregulates-expression	1.0
TF_88	G_831	upregulates-expression	1.0
TF_88	G_212	downregulates-expression	1.0
TF_88	G_149	downregulates-expression	1.0
TF_88	G_571	downregulates-expression	1.0
TF_88	G_129	downregulates-expression	1.0
TF_88	G_579	downregulates-expression	1.0
TF_88	G_938	downregulates-expression	1.0
TF_88	G_762	downregulates-expression	1.0
TF_88	G_933	downregulates-expression	1.0
TF_88	G_957	downregulates-expression	1.0
TF_88	G_178	downregulates-expression	1.0
TF_88	G_937	downregulates-expression	1.0
TF_88	G_992	downregulates-expression	1.0
TF_88	G_704	downregulates-expression	1.0
TF_89	G_377	upregulates-expression	1.0
TF_89	G_8	upregulates-expression	1.0
TF_89	G_14	upregulates-expression	1.0
TF_89	G_456	upregulates-expression	1.0
TF_89	G_342	upregulates-expression	1.0
TF_89	G_273	upregulates-expression	1.0
TF_89	G_131	upregulates-expression	1.0
TF_89	G_533	upregulates-expression	1.0
TF_89	G_923	upregulates-expression	1.0
TF_89	G_129	upregulates-expression	1.0
TF_89	G_260	upregulates-expression	1.0
TF_89	G_966	upregulates-expression	1.0
TF_89	G_308	downregulates-expression	1.0
TF_89	G_646	downregulates-expression	1.0
TF_89	G_698	downregulates-expression	1.0
TF_89	G_746	downregulates-expression	1.0
TF_89	G_370	downregulates-expression	1.0
TF_89	G_453	downregulates-expression	1.0
TF_89	G_369	downregulates-expression	1.0
TF_89	G_767	downregulates-expression	1.0
TF_89	G_420	downregulates-expression	1.0
TF_89	G_937	downregulates-expression	1.0
TF_89	G_997	downregulates-expression	1.0
TF_89	G_181	downregulates-expression	1.0
TF_89	G_25	downregulates-expression	1.0
TF_89	G_1	downregulates-expression	1.0
TF_89	G_731	downregulates-expression	1.0
TF_89	G_64	downregulates-expression	1.0
TF_89	G_610	downregulates-expression	1.0
TF_89	G_486	downregulates-expression	1.0
TF_89	G_414	downregulates-expression	1.0
TF_89	G_211	downregulates-expression	1.0
TF_89	G_462	downregulates-expression	1.0
TF_89	G_278	downregulates-expression	1.0
TF_90	G_460	upregulates-expression	1.0
TF_90	G_241	upregulates-expression	1.0
TF_90	G_319	upregulates-expression	1.0
TF_90	G_280	upregulates-expression	1.0
TF_90	G_536	upregulates-expression	1.0
TF_90	G_204	upregulates-expression	1.0
TF_90	G_913	upregulates-expression	1.0
TF_90	G_910	upregulates-expression	1.0
TF_90	G_8	upregulates-expression	1.0
TF_90	G_155	downregulates-expression	1.0
TF_90	G_998	downregulates-expression	1.0
TF_90	G_45	downregulates-expression	1.0
TF_90	G_139	downregulates-expression	1.0
TF_90	G_71	downregulates-expression	1.0
TF_90	G_780	downregulates-expression	1.0
TF_90	G_636	downregulates-expression	1.0
TF_90	G_352	downregulates-expression	1.0
TF_90	G_857	downregulates-expression	1.0
TF_90	G_560	downregulates-expression	1.0
TF_90	G_465	downregulates-expression	1.0
TF_90	G_764	downregulates-expression	1.0
TF_90	G_666	downregulates-expression	1.0
TF_90	G_898	downregulates-expression	1.0
TF_91	G_347	upregulates-expression	1.0
TF_91	G_238	upregulates-expression	1.0
